Epoca,Erro_Treino,Erro_Validacao
1,0.28025175165703714,0.26570411262969745
2,0.22527446187897915,0.224401156599646
3,0.18756790277165236,0.1971074804831489
4,0.1615221409350418,0.17772208804085185
5,0.14277608543096776,0.1628958012625419
6,0.12870338190067385,0.1510653634142679
7,0.11774765907692228,0.14128205907631963
8,0.10898281268401469,0.1330175675852968
9,0.10179565785934254,0.12597209330532974
10,0.095772068067849,0.11995513499453801
11,0.09062919437403866,0.11481770387434719
12,0.08616594777354422,0.11042141112608012
13,0.08223594656866977,0.10663916106583371
14,0.07873307016993047,0.10336206741932262
15,0.07558054777093687,0.10049931759721958
16,0.07272170879250178,0.0979747294321868
17,0.07011300981206697,0.095724553282723
18,0.06771947541408485,0.09369683163781793
19,0.06551202530857396,0.09185087369377191
20,0.06346600582729207,0.0901560104056885
21,0.061560392628626906,0.08858974521095117
22,0.059777329470390606,0.08713575342941633
23,0.05810181956388506,0.08578207006326857
24,0.05652147789479498,0.08451960319255325
25,0.055026295235735156,0.08334098592127757
26,0.05360837619524343,0.082239743819265
27,0.052261615986705624,0.08120975947665532
28,0.05098129401798104,0.08024501509811265
29,0.04976359992460115,0.07933956977644424
