Epoca,Erro_Treino,Erro_Validacao
1,0.11389824911145123,0.14011811314891243
2,0.07807340374957752,0.1262222715705659
3,0.06033620251831011,0.1168322180177585
4,0.04789346610584463,0.11280272159667605
