Epoca,Erro_Quadratico_Medio
1,0.5475131714828545
2,0.5503137355024723
3,0.553963175824918
4,0.554711532508702
5,0.5544641131908012
6,0.5537090446189076
7,0.553565084303623
8,0.554055076718207
9,0.5537913572690468
10,0.552813147823398
11,0.5518881875137183
12,0.5511926196700762
13,0.5508174581752648
14,0.5501842482292868
15,0.5488012677701434
16,0.546661341312493
17,0.5444801421384233
18,0.5425819608250044
19,0.5412749376958658
20,0.5404701744594494
21,0.5400445222985292
22,0.5398229083176652
23,0.5397048824975965
24,0.5394557554243208
25,0.5389601906685817
26,0.5380995767629204
27,0.5369232291045711
28,0.5353864993527052
29,0.5337773039733663
30,0.5321867383930612
31,0.5307270426404623
32,0.5299353611231976
33,0.5298260182237269
34,0.5302844232051979
35,0.5309633986030556
36,0.5317163270585764
37,0.53253094682992
38,0.5333656069356679
39,0.5345586293927354
40,0.5357945252394233
41,0.5368863755837961
42,0.5379477390105776
43,0.5391335682173312
44,0.5403474032632132
45,0.5415793103489995
46,0.5428393401704666
47,0.5440889025027449
48,0.5452581560411518
49,0.546284404901321
50,0.5471280451302911
51,0.5477911524130762
52,0.5483209723391641
53,0.5487619206879288
54,0.5491187763640868
55,0.5493596604177533
56,0.5494648981796985
57,0.5495209737254027
58,0.5492443129054216
59,0.5487456820155158
60,0.5481863476386396
61,0.5476032567464064
62,0.5470235294984492
63,0.5464753283769231
64,0.5459832747730363
65,0.5455649562555166
66,0.5452347305764398
67,0.5450068278120768
68,0.5448450525099556
69,0.5445932258067482
70,0.5442825358414005
71,0.5440584511363474
72,0.5439682406907538
73,0.543991773848138
74,0.544081669048419
75,0.5441854459420595
76,0.5442714057549454
77,0.5443401873162514
78,0.5444065346281591
79,0.5444816055789887
80,0.5445656476099268
81,0.5446450286207174
82,0.5446983214637308
83,0.5447120347659754
84,0.5446879670699232
85,0.5446367767380035
86,0.5445750601153286
87,0.5445239299578871
88,0.5444981928445561
89,0.5444986375508994
90,0.544517726848353
91,0.5445478942048388
92,0.5445842661317228
93,0.5446237738500944
94,0.5446636728250602
95,0.544700312978039
96,0.544727854239222
97,0.5447369343272648
98,0.5447194680130771
99,0.5447138177016949
100,0.54480596290532
101,0.5449557034051141
102,0.5451310499984727
103,0.5453224065430582
104,0.5455274813052787
105,0.5457466739872086
106,0.5459811599889874
107,0.5462311288441534
108,0.546494940423307
109,0.546779897112302
110,0.5470973906878057
111,0.5474235627247378
112,0.5477443165775763
113,0.5480598444332573
114,0.5483682379565269
115,0.5486694297956782
116,0.5489647483853146
117,0.54925596636584
118,0.5495448587779137
119,0.5498330709362271
120,0.5501221142529925
