Epoca,Erro_Treino,Erro_Validacao
1,0.12094551618113958,0.12275231186878505
2,0.07796101399797407,0.09681483503509435
3,0.05730515203631624,0.0853058722792225
4,0.045582506473271826,0.07980369683006315
5,0.0377215396307446,0.07666820923812673
6,0.03217484612173547,0.07371714951112153
7,0.028005331212247492,0.07080898141826591
8,0.024778861320538036,0.06871750060562302
9,0.02216270946224369,0.06690820986271709
10,0.020064950761132305,0.06512777511766207
11,0.0184546540582395,0.06347196153969593
12,0.017279626808087194,0.062136988690494215
13,0.01644551338454457,0.06126146282327518
14,0.01584824730731838,0.06080199601933706
15,0.015446355891794581,0.06074511703221581
16,0.015241732799169263,0.061229115790589594
17,0.01509190284883258,0.0621067801886397
18,0.014822184689582667,0.06305651533505428
19,0.014418033823942071,0.0639464942563947
20,0.014018510705113233,0.0649216823241412
21,0.013765699791741122,0.0661677328104914
22,0.01357173372220965,0.0673185100919762
23,0.01315690291050406,0.06750914450160156
24,0.012411468200147937,0.06660355135208006
25,0.011466984804735448,0.06529104226006094
26,0.01051802207463368,0.06383572297766081
27,0.009480087172327132,0.06206354094006701
28,0.008218179382455563,0.05957774027519131
29,0.006874987309406019,0.05670483539615699
30,0.005667752409715091,0.054184433344623
31,0.004709349130017161,0.05240526971708037
