Epoca,Erro_Quadratico_Medio
1,0.5394031024680844
2,0.5559187187561799
3,0.5743143921201526
4,0.5821442243527438
5,0.5766745306199769
6,0.5702027517054059
7,0.5663589611243411
8,0.5617226916419573
9,0.5557903302277287
10,0.5502921720603019
11,0.5462470240647194
12,0.5434725180841239
13,0.5420818726680242
14,0.5424872399885458
15,0.5443238444748071
16,0.5453843879578738
17,0.5463128377349036
18,0.5471968798323761
19,0.546854770898429
20,0.5457906680666075
21,0.5448231329999084
22,0.544671812428756
23,0.5445942349465501
24,0.5453230598547191
25,0.547062424299541
26,0.5488008279680898
27,0.5492842432931438
28,0.5485305868549629
29,0.5474704682491157
30,0.5464133367296375
31,0.5454497545915383
32,0.5447061072464563
33,0.5442079879150867
34,0.5439089810366062
35,0.5437559735604887
36,0.5436925007895919
37,0.543664359252071
38,0.5436297085765281
39,0.5435743120741106
40,0.5435121962261362
41,0.5434671226886514
42,0.5434485591857025
43,0.543443322845504
44,0.5434344731104302
45,0.5434136579804647
46,0.5433774423857677
47,0.5433272389072693
48,0.5432801348265945
49,0.5432747488444432
50,0.5433575068827103
51,0.5435619732775056
52,0.5438984565525472
53,0.5443586709705702
54,0.5449179288945085
55,0.5455383083584033
56,0.5461929428650388
57,0.5468736120491163
58,0.5475813593471169
59,0.5483340910723336
60,0.5491312243605792
61,0.5498718122066586
62,0.5503315568568831
63,0.5503200803416611
64,0.5499308129096783
65,0.5494166596401581
66,0.5489319980189219
67,0.5485234487740571
68,0.5481938635713615
69,0.547935047534548
70,0.5477382599363985
71,0.5475969229717677
72,0.5475072055202647
73,0.5474679247800015
74,0.5474797107587762
75,0.5475432951800935
76,0.5476569578731135
77,0.5478131368545794
78,0.5479955578500696
79,0.5481806067918734
80,0.5483452124260183
81,0.5484761145662352
82,0.5485725446312094
83,0.5486420043487656
84,0.5486944018145865
85,0.548737770176301
86,0.5487761681340667
87,0.5488099924702261
88,0.5488387327346578
89,0.548864357017747
90,0.5488921128684359
91,0.5489286427318694
92,0.5489805616949008
93,0.5490550070472521
94,0.5491620976722081
95,0.549321160845192
96,0.5495819601430038
97,0.5501414829394079
98,0.5521638701198388
99,0.5468593598426872
100,0.5421780863398504
101,0.5402778530355324
102,0.5392411903205878
103,0.5385517029048205
104,0.5381088062908249
105,0.5378781105010448
106,0.53783706146717
107,0.5379545257644005
108,0.5382030769396047
109,0.5386165593435934
110,0.539319088274238
111,0.5404986818239583
112,0.5416159831109089
113,0.5408390404376658
114,0.5401075779230462
115,0.5398003084132941
116,0.5397375099253074
117,0.5398820272394124
118,0.5403798334092301
119,0.541849887717904
120,0.5438710466916172
121,0.5442334280377097
122,0.5436106053915317
123,0.5427600466335472
124,0.5419584324013423
125,0.5412764086065192
126,0.5407140464181289
127,0.5402557623964669
128,0.5398916504606132
129,0.5396233746680505
130,0.5394368095289562
131,0.5392925062297579
132,0.539204720243633
