Epoca,Erro_Treino,Erro_Validacao
1,0.4866251879811442,0.4980580950527092
2,0.46954407068713827,0.483207297028212
3,0.4520757566899245,0.46985273898992824
4,0.4323018583673119,0.45676472866354956
5,0.4148153535734157,0.4444741950639763
6,0.40023315818403243,0.43489205277199483
7,0.3876977514957188,0.4273580859318802
8,0.3758276612344723,0.4220147919579689
9,0.3634653548694906,0.4157975244241145
10,0.3508217944806005,0.40682948786000733
11,0.33716697638676024,0.3964362630194012
12,0.3213555378197829,0.3855768389443801
13,0.30497709155514097,0.375174956349729
14,0.2899355760878381,0.36554098413039887
15,0.2762556968963996,0.35654653294407457
16,0.2638083701648759,0.3473579647304212
17,0.25259187990894516,0.3380754632675968
18,0.24265123815544246,0.32904988248564676
19,0.23372616983163325,0.3206049587144353
20,0.22555615436688353,0.3129330128499732
21,0.21791604021111624,0.3060585394601594
22,0.21070135157679787,0.2999232143226929
23,0.2040035652810574,0.29459273100093036
24,0.19789590376551336,0.2899821652949583
25,0.19231030967755627,0.28587175338137993
26,0.18712582834494187,0.2821070504637801
27,0.18223220112424965,0.27862879669892276
28,0.17755455315570645,0.27542453937701805
29,0.1730775268641631,0.27248924748772446
30,0.168852082111485,0.2698071455192168
31,0.16494346159815415,0.2673488826364135
32,0.1613705478746011,0.26507648740016904
33,0.15810043031221935,0.2629552760052268
34,0.15507895888681977,0.26095808491970496
35,0.1522544387548231,0.2590606691460678
36,0.14958703650437394,0.25723948850865563
37,0.14705140997267493,0.25547527822594074
38,0.14463558639009916,0.25375709097173826
39,0.14233499933164323,0.25207932370462977
40,0.14014483962945434,0.25043395011513997
41,0.1380565826999442,0.24880753454770596
42,0.13605803127882266,0.24718381198947315
43,0.13413437026018235,0.24554695023316864
44,0.1322702454278854,0.2438847907478473
45,0.1304533507594668,0.24219357043078865
46,0.12867880093950695,0.24048372018502942
47,0.12695091543854606,0.23878217519411707
48,0.1252788885946978,0.23712532355053806
49,0.12367033747147237,0.23554818791908158
50,0.12212977325562809,0.23407925643586552
51,0.12065887066203146,0.2327361623211791
52,0.11925498230037289,0.23152036034851384
53,0.11791046420711053,0.23041773608096638
54,0.11661273822148789,0.2294041098916118
55,0.11534316251952752,0.22844897437794331
56,0.11407407664957146,0.22751396832603765
57,0.11276390692077631,0.22654576126451423
58,0.1113530108888264,0.22547470237059983
59,0.10980386593404794,0.22428508539252892
60,0.108198852409168,0.22311474505614043
61,0.10663030415815716,0.22203748735408177
62,0.10512130065742835,0.2210228144343111
63,0.10366956321568399,0.22006538728643726
64,0.10227266672323823,0.21918011353542596
65,0.10092443973090201,0.21837492710067222
66,0.09960709064524699,0.21764375971253283
67,0.09829626604312314,0.21697259527625398
68,0.09697256227936277,0.21634546501303173
69,0.09563597546897523,0.21574667718657806
70,0.09431249331621064,0.21516020040162104
71,0.09303661105820596,0.21457134039159578
72,0.09182720879088441,0.21397187702308812
73,0.09068583358087469,0.21336239700521906
74,0.08960774585488751,0.21274429502983253
75,0.08857967709261753,0.212103258969323
76,0.08756455539149838,0.21139660509609443
77,0.08647294486189272,0.21054114557634276
78,0.08506101532458046,0.20939667487019772
79,0.08290260560317715,0.20795672613210997
80,0.08053847081573855,0.2067135870584194
81,0.0785386690390766,0.2057085240252671
82,0.07685374874388126,0.20474537678034468
83,0.07537682163268279,0.20374036356522676
84,0.07404625625905153,0.20270432930548365
85,0.0728242857007267,0.20167698161502962
86,0.07168619683943873,0.20069965607101709
87,0.07061924952849152,0.19980291267415587
88,0.06962066676085331,0.19899853660637676
89,0.06869116101024215,0.19827910589915887
90,0.0678288519432488,0.19762597574391266
91,0.06702809929718902,0.19701946996730965
92,0.06628153963061316,0.196444709283358
93,0.06558174807518459,0.1958923404902969
94,0.06492191764301815,0.1953570088930471
95,0.06429627154469594,0.19483578157206327
96,0.06370023642675593,0.1943272108869429
97,0.06313023090551254,0.19383084335028186
98,0.06258317410579328,0.19334678855595783
99,0.06205607535983809,0.19287519079482993
100,0.061546030393721356,0.19241577023694917
101,0.06105063977479128,0.19196769786629087
102,0.060568561289293346,0.19152987208214503
103,0.06009965059242158,0.1911014239317123
104,0.059644228653881054,0.1906821793853386
105,0.0592020107796287,0.19027278982132614
106,0.05877201853735345,0.1898742778491551
107,0.05835371183068813,0.1894870634816998
108,0.05794821488577034,0.18910999327459213
109,0.05755821324245658,0.18874001449909264
110,0.0571860775178896,0.1883731822709749
111,0.0568321032302416,0.18800690339823484
112,0.056494645458267524,0.1876413054038677
113,0.056171238576145574,0.1872782102041358
114,0.05585939637840027,0.1869190754029863
115,0.05555703615099165,0.1865635230843481
116,0.05526293065547056,0.18620873930507198
117,0.05497728097578269,0.18584984153594838
118,0.05470168833404363,0.18548212899178487
119,0.05443759449445818,0.1851059233554258
120,0.05418470482186434,0.1847302671593742
121,0.05394176751914418,0.18436816268794018
122,0.053707970184141605,0.18402734634134799
123,0.05348311940190082,0.18370864466850997
124,0.05326722063102473,0.18341033938256548
125,0.05306006920152235,0.18313138353552216
126,0.05286108256330137,0.18287199475047214
127,0.05266938113079675,0.1826328674804102
128,0.05248396002122391,0.18241426674483213
129,0.05230382003153278,0.18221565677145096
130,0.05212802972409067,0.18203583567615383
131,0.05195574455631328,0.1818732532359753
132,0.05178621349510868,0.18172626989462334
133,0.05161879307638622,0.1815932759482961
134,0.051452978421080285,0.18147267959121233
135,0.05128845027937606,0.18136280029374702
136,0.05112512306229371,0.18126171726326504
137,0.0509631626143251,0.18116715173272666
138,0.050802939472407,0.18107650245798035
139,0.050644916311529994,0.18098714956602596
140,0.05048952759053749,0.18089700483855992
141,0.050337127103609096,0.18080503562586506
142,0.050188013830935824,0.18071138044176419
143,0.0500424769567361,0.18061694363189096
144,0.049900811067859624,0.18052277135514597
145,0.0497633002705908,0.18042960773491806
146,0.04963018912830994,0.18033778315304677
147,0.04950165388390477,0.18024733681043126
148,0.04937778262015206,0.1801582057679566
149,0.04925856957428337,0.18007036459369993
150,0.04914392318312904,0.1799838775583962
151,0.04903368230102737,0.17989888275620197
152,0.04892763413519878,0.17981555047852332
