Epoca,Erro_Quadratico_Medio
1,0.2048556687581477
2,0.18772997037494205
3,0.180341993245204
4,0.17702689422795065
5,0.17670230566269624
6,0.17854590558681002
7,0.18125759238156086
8,0.18410786705842674
9,0.18657210001558647
10,0.1885433998446664
11,0.19034747958295378
12,0.19204714563525108
13,0.19358144044548364
14,0.1949382710838018
15,0.19614570367998987
16,0.19723091721110533
17,0.19821515535974876
18,0.1991038857302067
19,0.19987082765533018
20,0.20047526786637335
21,0.20091127700429914
22,0.2012632452241348
23,0.20164530309268583
