Epoca,Erro_Treino,Erro_Validacao
1,0.16242796828891426,0.18294619884241864
2,0.12478556154298705,0.14516735463160416
3,0.10121727919157267,0.12099562816347677
4,0.08457804715398087,0.10473346329877567
5,0.07248518215184017,0.09368877124518837
6,0.06336792568073744,0.08631608097863859
7,0.05587097870609496,0.08095762074933999
8,0.04924642448162378,0.07662661449902419
9,0.04339656546500924,0.07291067098616288
10,0.03828217793882669,0.06958993747151102
11,0.03359671396845797,0.06679163878953877
12,0.02949090269694638,0.06480610036547041
13,0.02612033419900475,0.06335117283797873
14,0.023284022228386672,0.0620430331150579
15,0.020861178242606734,0.06077502203037605
16,0.018778845522534122,0.05949788221698735
17,0.016975313167829093,0.05818640094687306
18,0.015394627827358452,0.05683607307013215
19,0.013991796603612595,0.05542316042768408
20,0.012734168152384269,0.05389693061497427
21,0.011610307997983842,0.0523010805841763
22,0.010635214549144893,0.05091168932976429
23,0.009804715172328064,0.049891382695296936
