Epoca,Erro_Quadratico_Medio
1,0.5246169370085385
2,0.5282703401688222
3,0.5326260952000396
4,0.5360628998071009
5,0.5401057341664929
6,0.54081383237101
7,0.5359958376820184
8,0.5315825587817655
9,0.5280729508677111
10,0.524522704177893
11,0.5194696091338653
12,0.5150113020292166
13,0.5117783134303492
14,0.5094666205295146
15,0.5076731353762723
16,0.5055485354714797
17,0.5032146925517339
18,0.5015981264101153
19,0.5009421604926375
20,0.5007998792748934
21,0.5008809920284685
22,0.5015871025275814
23,0.5023944528378049
24,0.5027749634965064
25,0.5030282191697398
26,0.5031386791597091
27,0.5030899628960595
28,0.5029329136950477
29,0.5027216444041749
30,0.5024828752735127
31,0.5022187212371362
32,0.5019247198518236
33,0.5016058837409084
34,0.5012680643952067
35,0.5009142812262014
36,0.5005489602247032
37,0.5001720201726269
38,0.4997890622193646
39,0.4994283479196942
40,0.49913348080129005
41,0.49893994183163803
42,0.4988343781671246
43,0.4988052742258821
44,0.49893477409204506
45,0.4991567527198204
46,0.4994161816684462
47,0.4997118273178483
48,0.5000570733594908
49,0.5004559482032326
50,0.5008983504623314
51,0.5013730942147792
52,0.5018714516565805
53,0.5023847180406888
54,0.5029027723369619
55,0.5034141316145716
56,0.5039055715310725
57,0.5043598623997178
58,0.5047572070494433
59,0.5050886097260537
60,0.5053614011626733
61,0.5055880886476544
62,0.5057807681878416
63,0.5059499817745597
64,0.5061040339913596
65,0.5062490246165952
66,0.5063893215115466
67,0.5065280845961867
68,0.5066676747734356
69,0.5068099226775039
70,0.5069562788024442
71,0.5071078726745015
72,0.5072655046150519
73,0.5074295897501638
74,0.5076000724275191
75,0.5077763309010772
76,0.5079570989167962
77,0.5081404420417268
78,0.5083238313967975
79,0.5085043364683234
80,0.5086789057132519
81,0.5088446461707334
82,0.508998993771445
83,0.5091396986112473
84,0.5092646094210467
85,0.509371305960784
86,0.5094567466895392
87,0.5095174905713908
