Epoca,Erro_Treino,Erro_Validacao
1,0.25693064084461903,0.2660204838954
2,0.23026033690418446,0.23825079223566206
3,0.20953999124116024,0.21775912072554207
4,0.19232478091091584,0.20170228883096666
5,0.17714575847933126,0.1880819941527371
6,0.1632679080377525,0.17608584895769785
7,0.15047694312706122,0.16544678410537594
8,0.13898218759655417,0.15611698728515958
9,0.1290531938160341,0.1480880202690986
10,0.12065319754421967,0.14120720285167093
11,0.11350413698141941,0.1352394296394959
12,0.10732369814307229,0.1299936464083278
13,0.10190488457650328,0.12533317830376053
14,0.09710446717849207,0.12116049418456723
15,0.09281965971849748,0.11740638857696561
16,0.08896897140863073,0.11401540808892133
17,0.08548369607622568,0.11093750630179236
18,0.08230749814226576,0.10812919409533625
19,0.07939600692957888,0.10555560567474256
20,0.07671383310402817,0.10318938115230897
21,0.07423117190329247,0.10100817653875369
22,0.07192196136621122,0.09899317650855939
23,0.0697636404287542,0.09712909936059125
24,0.0677375727427867,0.09540469157780017
25,0.06582932998299572,0.09381259023245335
26,0.06402837866941898,0.09234804108970915
27,0.062327008859948144,0.09100666026014372
28,0.06071884561115524,0.08978219553604308
29,0.059197693382311393,0.08866557001499084
30,0.05775713905390756,0.08764559549062427
31,0.05639068572745446,0.08671047922325338
32,0.05509201372218076,0.08584907046175184
33,0.053855177051470936,0.08505146295853555
34,0.05267471794428186,0.08430909670741808
35,0.05154572593327962,0.08361461678887301
36,0.0504638605419126,0.082961668333403
37,0.049425346137839124,0.08234471380683772
38,0.04842694273021988,0.08175890154103378
39,0.04746589585329182,0.08119998595750172
40,0.04653987064910189,0.08066428657251459
41,0.04564687805556857,0.08014866757436898
42,0.04478520227779874,0.07965052086262543
43,0.043953336984976915,0.07916774196896012
44,0.043149933520431866,0.07869869705173642
45,0.042373760013219644,0.07824218553139661
46,0.04162366782826497,0.07779740378472584
47,0.040898562203589534,0.07736391107629004
48,0.04019737640460291,0.0769415930460355
49,0.039519051318609597,0.0765306147571376
50,0.038862523338186364,0.07613135693890569
51,0.03822672224635543,0.07574433504205251
52,0.037610578597029994,0.07537010800905963
53,0.03701303807438347,0.07500918865718365
54,0.03643307923885521,0.07466196817198333
55,0.03586973100206574,0.07432866368543162
56,0.03532208687706586,0.07400929229382781
57,0.03478931419561663,0.0737036695303805
58,0.03427065772994571,0.07341142678769946
59,0.03376543820499671,0.07313204084022615
60,0.03327304684944716,0.07286486895799948
61,0.03279293736223187,0.07260918437367928
62,0.03232461654408665,0.07236420844375867
63,0.03186763451669767,0.0721291373783079
64,0.03142157510004183,0.071903162755518
65,0.030986046677128475,0.07168548613537361
66,0.030560673799188403,0.0714753288987662
67,0.030145089836279282,0.07127193890877348
68,0.02973893105884647,0.07107459567672494
69,0.029341832541305908,0.07088261543030011
70,0.028953426157481366,0.07069535692075833
71,0.02857334071253751,0.07051222813822924
72,0.02820120400261972,0.07033269351298724
73,0.027836646393509978,0.0701562808057732
74,0.027479305410803054,0.06998258678149692
75,0.027128830837142112,0.06981128087851392
