Epoca,Erro_Quadratico_Medio
1,0.5215186291191349
2,0.5040915028028002
3,0.5002071940275261
4,0.4996791705323979
5,0.5004734508795454
6,0.5015982494395322
7,0.5027004627453587
8,0.5037677471850827
9,0.5047584884722868
10,0.5056278776703217
11,0.5063674948521774
12,0.5070595597870664
13,0.5078129683498702
14,0.508625558354599
15,0.5094324320945665
16,0.5102289674303283
17,0.5111071338368518
18,0.5122175008710417
19,0.513727725028887
20,0.5157346747640443
21,0.5181661285624392
22,0.5208550022702219
23,0.5235932080001137
24,0.5261981903331642
25,0.5283867860376334
26,0.5299563982190639
27,0.5310657985315596
28,0.531831223768908
29,0.5322135798146792
30,0.5323314704542658
31,0.5323287406727669
32,0.5322334725956743
33,0.5319959229366247
34,0.5316705215316259
35,0.5312548723535364
36,0.5309503403122277
37,0.5308298643406099
38,0.53083615181855
39,0.5309105052917547
40,0.5310342680309985
41,0.5312158649446955
42,0.5314436845117045
43,0.5316500558000463
44,0.5318125357110604
45,0.5319942067995649
46,0.5322435944006996
47,0.5325596050047116
48,0.5329290488557995
49,0.5333516463740365
50,0.5338446284199747
51,0.53443785064096
52,0.5351213329692882
53,0.5358413027879049
54,0.5366058443207502
55,0.5374712544931435
56,0.5384521532924057
57,0.5394096894367063
58,0.5402121809591283
59,0.5409248497803694
60,0.541595338397327
61,0.5422380373893104
62,0.5429005769974805
63,0.5436175270982757
64,0.5443999687363826
65,0.5452391260592804
66,0.5460977890525931
67,0.5469454877126777
68,0.5477801561367521
69,0.5485955634118818
70,0.549370857587835
71,0.5500859407269195
72,0.5507265374188286
73,0.5512728890267055
74,0.5517227027058693
75,0.5521195095620809
76,0.552459964743688
77,0.5526790720360604
78,0.5527867205098601
79,0.5528368030721543
80,0.5528614075653502
81,0.5528551635917143
82,0.5527398674418645
83,0.5524206760976977
84,0.5520368475351056
85,0.5517321492446582
86,0.5515126865373248
87,0.5513606295363008
88,0.5512577960909347
89,0.551187073888865
90,0.5511360331274255
91,0.5510995851555797
92,0.5510787928017126
93,0.551077331569612
94,0.5510982766506872
95,0.5511427408529572
96,0.5512105540864789
97,0.5513022103076448
98,0.5514206784457041
99,0.5515716679056848
100,0.5517620761901382
101,0.5519978977348924
102,0.5522829623798872
103,0.5526186217802008
104,0.5530037484768037
105,0.5534347131383399
106,0.5539055005092954
107,0.5544081506976728
108,0.5549337522456753
109,0.5554746473804812
110,0.5560275157172403
111,0.5565944299335476
112,0.5571805322128458
113,0.5577911455052287
114,0.5584305145180798
115,0.5591017507343229
116,0.5598071093136201
117,0.5605483071940905
118,0.5613269325486058
119,0.5621451397299044
120,0.563007014237222
121,0.5639212352883708
122,0.5649056450707852
123,0.5659925851607156
124,0.5672229497714056
125,0.5685779764673174
126,0.5696847947254495
127,0.5698198856326854
128,0.5697598908070842
129,0.569742848102333
130,0.5696183678524878
131,0.569712953437088
132,0.5699451177011954
133,0.570398662478089
134,0.5709094010756469
135,0.5714002928511147
136,0.5719461842748403
137,0.5725570963914587
138,0.573208928504909
139,0.5738837754199339
140,0.5745696297997874
141,0.5752555209843386
142,0.5759307941951918
143,0.5765887135853723
144,0.5772274938884598
145,0.5778434546164012
146,0.578429517709823
147,0.5789797584824102
148,0.5794912158438112
149,0.5799638468595079
150,0.5804000939995214
151,0.5808042448240305
152,0.581181416137108
153,0.5815362043414596
154,0.5818715666163127
155,0.5821885903639036
156,0.5824873825565161
157,0.5827692081877438
158,0.5830399425559318
159,0.5833131049885872
160,0.5836073433146406
161,0.5839363723398907
162,0.5843017330394115
163,0.5846962184821413
164,0.5851106007329232
165,0.5855371766276594
166,0.5859705504368513
167,0.5864073071522886
168,0.5868454329235395
169,0.5872837701092232
170,0.5877215532729414
171,0.5881580061191316
172,0.5885920017198863
173,0.5890218737169036
174,0.5894455664340428
175,0.5898612508261998
176,0.5902681237270055
177,0.5906666924150639
178,0.5910582267765835
179,0.5914439624681489
180,0.5918247455431136
181,0.5922011459220113
182,0.5925737084568293
183,0.5929431364760795
184,0.5933103772600775
185,0.593676626200335
186,0.5940432523867243
187,0.5944116480306796
188,0.5947830385571129
189,0.5951583304537387
190,0.5955380674949508
191,0.5959225002442166
192,0.5963117069488912
193,0.5967056956312701
194,0.5971044570820037
195,0.5975079774991796
196,0.5979162328035154
197,0.5983291813891304
198,0.5987467625129708
199,0.5991689008899387
200,0.599595515216215
201,0.6000265279557583
202,0.6004618744673881
203,0.6009015105822268
204,0.6013454185879276
205,0.601793611970615
206,0.6022461390889159
207,0.6027030852318496
208,0.603164571405407
209,0.6036307469506287
210,0.6041017719622223
211,0.60457778459279
212,0.6050588477028054
213,0.6055448689270502
214,0.6060354882776373
215,0.6065299287382833
216,0.6070268099233609
217,0.6075239362755857
218,0.6080180938135855
219,0.608504924926095
220,0.6089789902552362
221,0.6094341401531994
222,0.6098642562468014
223,0.6102642582584102
