Epoca,Erro_Quadratico_Medio
1,0.26678838296651386
2,0.2513822905443703
3,0.24324257332019092
4,0.23844123344354254
5,0.23538712389267905
6,0.23351151300453435
7,0.2326468504139453
8,0.23261128759077732
9,0.2331307555789407
10,0.2338979282175314
11,0.23463459232173575
12,0.23519113344563997
13,0.2356997171400602
14,0.2362868866752425
15,0.23696164167123232
16,0.23770288483058263
17,0.23849305118433414
18,0.23931359918902717
19,0.24013312779356816
20,0.24091288462392196
21,0.24164088223081231
22,0.24233855432175364
23,0.2430314095731737
24,0.24373177196882562
25,0.24443311302886023
26,0.24510790591313453
27,0.2457203931943009
28,0.2462531539353395
29,0.24671589552066137
30,0.24713057598541327
31,0.24751716160871787
