Epoca,Erro_Quadratico_Medio
1,0.5522992016790307
2,0.5559762928993318
3,0.56555824029748
4,0.576866329227316
5,0.5733413249596812
6,0.572170051758256
7,0.570257245910036
8,0.5643859174750402
9,0.5562778438982048
10,0.5462958386648087
11,0.5389781227774786
12,0.5332889455957339
13,0.5275441510450888
14,0.522174773340662
15,0.5176966690388115
16,0.5138878552573933
17,0.5110759764028145
18,0.5068141510599413
19,0.5007402770497454
20,0.49755570792856424
21,0.49619341556479285
22,0.49468914355257754
23,0.4945778699543567
24,0.4951198016881289
25,0.49549547392976884
26,0.4960955170996722
27,0.4969614949104644
28,0.49816642059452854
