Epoca,Erro_Treino,Erro_Validacao
1,0.5407655559863339,0.47484720810642195
2,0.46079577880666966,0.44542211906644613
3,0.41783276079459863,0.4151654347157712
4,0.37387427451271127,0.3862082679630802
5,0.3336647286407365,0.35746316098916947
6,0.29300434623402793,0.3278572713405858
7,0.2610976805645022,0.31056880907499335
8,0.23783052567115817,0.2976139710410992
9,0.21847942635915202,0.2866307383092821
10,0.2005907294697058,0.2765849124433365
11,0.18383125585764604,0.26922176432128914
12,0.16899803760799192,0.2635818447320435
13,0.15437880101998674,0.25683528577193787
14,0.14002679616925945,0.24500865939817448
15,0.12754487992364588,0.23510583358688836
16,0.11751100408022316,0.22843730890644745
17,0.10846997716392114,0.22208254207492023
18,0.10018428610768827,0.21755599184726254
19,0.09351455118643041,0.2144709927093215
20,0.088037556355549,0.21211199330290145
21,0.0833904934783995,0.2100855797371467
22,0.07947518789340974,0.20810471738899386
23,0.07591511119793434,0.20566358855775757
24,0.07209712335157674,0.2016711632344404
25,0.06696535417893505,0.19790290053917967
26,0.06075354559618779,0.19627934810794748
27,0.05605284579108988,0.19483609058641818
28,0.05263681041272058,0.1936481113317712
29,0.0500324287590812,0.19269948307571264
30,0.04792767511693835,0.19191397235307536
31,0.0460984702510421,0.19126491141961133
32,0.04452821223697528,0.19070199732647267
33,0.04319063443238683,0.19006166783224895
34,0.04201894559501034,0.18937334272569742
35,0.040985534957661385,0.18870402639002692
36,0.04006635637973658,0.1880577929523633
37,0.03924074707889593,0.1874305605009043
38,0.03849000182054877,0.18683346338383525
39,0.037797921518856144,0.18628807402825767
40,0.03715548155490104,0.18581505252072525
41,0.03656345730984634,0.18540812563632098
42,0.036013178564021385,0.1850299651113444
43,0.03547489730769307,0.18463463145955997
44,0.034882221371652596,0.18413620516483328
45,0.034009605917058885,0.18319722797237645
46,0.03205750986157212,0.18079438168970308
47,0.028428912320261488,0.17591070453028257
48,0.024826389496568475,0.17061420766703622
49,0.02170943874711885,0.16798646742139148
50,0.01949393538811979,0.16717521383035108
51,0.018012754521861025,0.16651353376055386
52,0.016962300765695233,0.16548942181235904
53,0.016173918417693365,0.1646001483213615
54,0.015509429330446479,0.1640015008256148
55,0.014886668738464203,0.16367589831587923
56,0.014276384985031178,0.1635247876127197
57,0.013706251605979682,0.1634064476169268
58,0.01329215192936044,0.16328801459117082
59,0.012931910528245619,0.16321680154868326
60,0.012607382539734355,0.16318711026262414
61,0.012315711101434505,0.16318918614003586
62,0.012051483567117934,0.16321497510517052
63,0.011807345788997108,0.16325996771250317
64,0.011576606676107572,0.16332193005441623
65,0.011353194624629656,0.16339953456615058
66,0.011132322479378494,0.16349299062394146
67,0.010914827220387014,0.1635986059463058
68,0.010700432052112302,0.16368619661846698
69,0.010478729579439709,0.16367873703755928
70,0.010275763807415371,0.1635439250168824
71,0.010117613636557098,0.1634240385068516
72,0.009980576893457698,0.1633477790308903
